keeper,duplicate,distance
/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2020/Aug/video_3840x2160_8.9M_0min3sec.mp4,/var/lib/plexmediaserver/Library/videos/video_3840x2160_8.9M_0min3sec.mp4,0
/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2020/Feb/video_1920x1080_40.5M_0min14sec.mp4,/var/lib/plexmediaserver/Library/videos/video_1920x1080_40.5M_0min14sec.mp4,0
/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2020/Dec/video_3840x2160_40.6M_0min6sec_2.mp4,/var/lib/plexmediaserver/Library/videos/video_3840x2160_40.6M_0min6sec_2.mp4,0
/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2020/Feb/video_1920x1080_51.3M_0min16sec_2.mp4,/var/lib/plexmediaserver/Library/videos/video_1920x1080_51.3M_0min16sec_2.mp4,0
/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2020/Dec/video_3840x2160_59.8M_0min12sec.mp4,/var/lib/plexmediaserver/Library/videos/video_3840x2160_59.8M_0min12sec.mp4,0
/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2020/Feb/video_1920x1080_52.3M_0min18sec.mp4,/var/lib/plexmediaserver/Library/videos/video_1920x1080_52.3M_0min18sec.mp4,0
/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2020/Feb/video_1920x1080_51.3M_0min17sec.mp4,/var/lib/plexmediaserver/Library/videos/video_1920x1080_51.3M_0min17sec.mp4,0
/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2020/Jan/video_1920x1080_123.3M_0min41sec.mp4,/var/lib/plexmediaserver/Library/videos/video_1920x1080_123.3M_0min41sec.mp4,0
/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2020/Jan/video_1920x1080_16.5M_0min5sec_2.mp4,/var/lib/plexmediaserver/Library/videos/video_1920x1080_16.5M_0min5sec_2.mp4,0
/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2020/Jan/video_1920x1080_21.7M_0min7sec.mp4,/var/lib/plexmediaserver/Library/videos/video_1920x1080_21.7M_0min7sec.mp4,0
/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2020/Jan/video_1920x1080_26.2M_0min9sec.mp4,/var/lib/plexmediaserver/Library/videos/video_1920x1080_26.2M_0min9sec.mp4,0
/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2020/Jan/video_1920x1080_54.6M_0min18sec.mp4,/var/lib/plexmediaserver/Library/videos/video_1920x1080_54.6M_0min18sec.mp4,0
/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2020/Jan/video_1920x1080_70.3M_0min26sec.mp4,/var/lib/plexmediaserver/Library/videos/video_1920x1080_70.3M_0min26sec.mp4,0
/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2020/Jan/video_1920x1080_97.2M_0min33sec.mp4,/var/lib/plexmediaserver/Library/videos/video_1920x1080_97.2M_0min33sec.mp4,0
/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2021/Aug/video_1280x720_110.4M_1min22sec.mp4,/var/lib/plexmediaserver/Library/videos/video_1280x720_110.4M_1min22sec.mp4,0
/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2021/Aug/video_1920x1080_124.0M_1min5sec.mp4,/var/lib/plexmediaserver/Library/videos/video_1920x1080_124.0M_1min5sec.mp4,0
/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2021/Aug/video_1920x1080_44.1M_0min25sec_2.mp4,/var/lib/plexmediaserver/Library/videos/video_1920x1080_44.1M_0min25sec_2.mp4,0
/var/lib/plexmediaserver/Library/videos/video_1280x720_12.6M_0min32sec_3.mp4,/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2021/Dec/video_1920x1080_31.3M_0min32sec.mp4,1
/var/lib/plexmediaserver/Library/videos/video_1280x720_12.6M_0min32sec_3.mp4,/var/lib/plexmediaserver/Library/videos/video_1920x1080_31.3M_0min32sec.mp4,1
/var/lib/plexmediaserver/Library/videos/video_1280x720_21.7M_0min53sec_3.mp4,/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2021/Dec/video_1920x1080_115.3M_0min53sec.mp4,1
/var/lib/plexmediaserver/Library/videos/video_1280x720_21.7M_0min53sec_3.mp4,/var/lib/plexmediaserver/Library/videos/video_1278x720_57.1M_0min53sec_2.mp4,0
/var/lib/plexmediaserver/Library/videos/video_1280x720_21.7M_0min53sec_3.mp4,/var/lib/plexmediaserver/Library/videos/video_1920x1080_115.3M_0min53sec.mp4,1
/var/lib/plexmediaserver/Library/videos/video_1280x720_46.0M_1min55sec_4.mp4,/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2021/Dec/video_3840x2160_1.5G_1min55sec_2.mp4,1
/var/lib/plexmediaserver/Library/videos/video_1280x720_46.0M_1min55sec_4.mp4,/var/lib/plexmediaserver/Library/videos/video_3840x2160_1.5G_1min55sec_2.mp4,1
/var/lib/plexmediaserver/Library/videos/video_1280x720_6.0M_0min13sec_6.mp4,/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2021/Dec/video_3840x2160_169.5M_0min13sec.mp4,4
/var/lib/plexmediaserver/Library/videos/video_1280x720_6.0M_0min13sec_6.mp4,/var/lib/plexmediaserver/Library/videos/video_3840x2160_169.5M_0min13sec.mp4,4
/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2021/Dec/video_3840x2160_170.7M_0min13sec.mp4,/var/lib/plexmediaserver/Library/videos/video_3840x2160_170.7M_0min13sec.mp4,0
/var/lib/plexmediaserver/Library/videos/video_1280x720_10.2M_0min25sec_2.mp4,/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2021/Dec/video_3840x2160_255.8M_0min24sec.mp4,4
/var/lib/plexmediaserver/Library/videos/video_1280x720_10.2M_0min25sec_2.mp4,/var/lib/plexmediaserver/Library/videos/video_3840x2160_255.8M_0min24sec.mp4,4
/var/lib/plexmediaserver/Library/videos/video_1280x720_17.7M_0min43sec_4.mp4,/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2021/Dec/video_3840x2160_581.2M_0min43sec.mp4,7
/var/lib/plexmediaserver/Library/videos/video_1280x720_17.7M_0min43sec_4.mp4,/var/lib/plexmediaserver/Library/videos/video_1280x720_17.7M_0min43sec_2.mp4,1
/var/lib/plexmediaserver/Library/videos/video_1280x720_17.7M_0min43sec_4.mp4,/var/lib/plexmediaserver/Library/videos/video_3840x2160_581.2M_0min43sec.mp4,7
/var/lib/plexmediaserver/Library/videos/video_1280x720_30.3M_1min15sec_2.mp4,/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2021/Feb/video_3840x2160_230.6M_1min15sec.mp4,7
/var/lib/plexmediaserver/Library/videos/video_1280x720_30.3M_1min15sec_2.mp4,/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2021/Feb/video_3840x2160_313.1M_1min15sec.mp4,1
/var/lib/plexmediaserver/Library/videos/video_1280x720_30.3M_1min15sec_2.mp4,/var/lib/plexmediaserver/Library/videos/video_3840x2160_230.6M_1min15sec.mp4,7
/var/lib/plexmediaserver/Library/videos/video_1280x720_30.3M_1min15sec_2.mp4,/var/lib/plexmediaserver/Library/videos/video_3840x2160_313.1M_1min15sec.mp4,1
/var/lib/plexmediaserver/Library/videos/video_1280x720_31.8M_1min35sec_4.mp4,/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2021/Feb/video_3840x2160_296.8M_1min35sec.mp4,9
/var/lib/plexmediaserver/Library/videos/video_1280x720_31.8M_1min35sec_4.mp4,/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2021/Feb/video_3840x2160_443.5M_1min35sec_2.mp4,8
/var/lib/plexmediaserver/Library/videos/video_1280x720_31.8M_1min35sec_4.mp4,/var/lib/plexmediaserver/Library/videos/video_1280x720_38.0M_1min35sec_2.mp4,9
/var/lib/plexmediaserver/Library/videos/video_1280x720_31.8M_1min35sec_4.mp4,/var/lib/plexmediaserver/Library/videos/video_3840x2160_296.8M_1min35sec.mp4,9
/var/lib/plexmediaserver/Library/videos/video_1280x720_31.8M_1min35sec_4.mp4,/var/lib/plexmediaserver/Library/videos/video_3840x2160_443.5M_1min35sec_2.mp4,8
/var/lib/plexmediaserver/Library/videos/video_1280x720_28.6M_1min10sec_4.mp4,/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2021/Feb/video_3840x2160_335.3M_1min10sec.mp4,0
/var/lib/plexmediaserver/Library/videos/video_1280x720_28.6M_1min10sec_4.mp4,/var/lib/plexmediaserver/Library/videos/video_3840x2160_335.3M_1min10sec.mp4,0
/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2021/Jan/video_3840x2160_34.4M_0min7sec_2.mp4,/var/lib/plexmediaserver/Library/videos/video_3840x2160_34.4M_0min7sec_2.mp4,0
/var/lib/plexmediaserver/Library/videos/video_1280x720_26.8M_1min6sec.mp4,/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2021/Jan/video_3840x2160_307.2M_1min6sec_3.mp4,1
/var/lib/plexmediaserver/Library/videos/video_1280x720_26.8M_1min6sec.mp4,/var/lib/plexmediaserver/Library/videos/video_3840x2160_307.2M_1min6sec_3.mp4,1
/var/lib/plexmediaserver/Library/videos/video_1080x1920_284.3M_3min49sec.mp4,/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2022/Apr/video_1080x1920_332.6M_3min49sec_2.mp4,1
/var/lib/plexmediaserver/Library/videos/video_1080x1920_284.3M_3min49sec.mp4,/var/lib/plexmediaserver/Library/videos/video_1080x1920_332.6M_3min49sec_2.mp4,1
/var/lib/plexmediaserver/Library/videos/video_1080x1920_284.3M_3min49sec.mp4,/var/lib/plexmediaserver/Library/videos/video_720x1280_145.0M_3min49sec.mp4,1
/var/lib/plexmediaserver/Library/videos/video_1280x720_33.1M_1min22sec.mp4,/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2021/Jan/video_3840x2160_387.3M_1min22sec_4.mp4,0
/var/lib/plexmediaserver/Library/videos/video_1280x720_33.1M_1min22sec.mp4,/var/lib/plexmediaserver/Library/videos/video_3840x2160_387.3M_1min22sec_4.mp4,0
/var/lib/plexmediaserver/Library/videos/video_1280x720_158.0M_6min_2.mp4,/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2022/Apr/video_1920x1080_399.1M_6min_2.mp4,0
/var/lib/plexmediaserver/Library/videos/video_1280x720_158.0M_6min_2.mp4,/var/lib/plexmediaserver/Library/videos/video_1920x1080_399.1M_6min_2.mp4,0
/var/lib/plexmediaserver/Library/videos/video_1280x720_25.2M_1min3sec.mp4,/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2021/Jan/video_3840x2160_392.8M_1min3sec_2.mp4,0
/var/lib/plexmediaserver/Library/videos/video_1280x720_25.2M_1min3sec.mp4,/var/lib/plexmediaserver/Library/videos/video_3840x2160_392.8M_1min3sec_2.mp4,0
/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2022/Apr/video_888x1920_24.6M_0min19sec.mp4,/var/lib/plexmediaserver/Library/videos/video_888x1920_24.6M_0min19sec.mp4,0
/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2022/Apr/video_3840x2160_2.6G_7min_4.mp4,/var/lib/plexmediaserver/Library/videos/video_1280x720_187.0M_7min_3.mp4,1
/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2022/Apr/video_3840x2160_2.6G_7min_4.mp4,/var/lib/plexmediaserver/Library/videos/video_1280x720_187.1M_7min_4.mp4,1
/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2022/Apr/video_3840x2160_2.6G_7min_4.mp4,/var/lib/plexmediaserver/Library/videos/video_1280x720_187.3M_7min_3.mp4,1
/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2022/Apr/video_3840x2160_2.6G_7min_4.mp4,/var/lib/plexmediaserver/Library/videos/video_3840x2160_2.6G_7min_4.mp4,0
/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2022/Aug/video_3840x2160_210.0M_0min27sec.mp4,/var/lib/plexmediaserver/Library/videos/video_3840x2160_210.0M_0min27sec.mp4,0
/var/lib/plexmediaserver/Library/videos/video_1280x720_124.1M_5min5sec_2.mp4,/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2022/Aug/video_3840x2160_1.8G_5min5sec_3.mp4,2
/var/lib/plexmediaserver/Library/videos/video_1280x720_124.1M_5min5sec_2.mp4,/var/lib/plexmediaserver/Library/videos/video_3840x2160_1.8G_5min5sec_3.mp4,2
/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2022/Aug/video_3840x2160_27.8M_0min4sec.mp4,/var/lib/plexmediaserver/Library/videos/video_3840x2160_27.8M_0min4sec.mp4,0
/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2023/Apr/video_640x360_57.5M_18min_4.mp4,/var/lib/plexmediaserver/Library/videos/video_640x360_57.5M_18min_4.mp4,0
/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2023/Apr/video_3840x2160_1.0G_0min12sec.mp4,/var/lib/plexmediaserver/Library/videos/video_3840x2160_1.0G_0min12sec.mp4,0
/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2023/Apr/video_3840x2160_11.5M_0min4sec.mp4,/var/lib/plexmediaserver/Library/videos/video_3840x2160_11.5M_0min4sec.mp4,0
/var/lib/plexmediaserver/Library/videos/video_1080x1080_238.2M_3min50sec_3.mp4,/var/lib/plexmediaserver/Library/videos/video_1080x1080_238.0M_3min50sec_2.mp4,0
/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2023/Apr/video_3840x2160_158.3M_0min23sec.mp4,/var/lib/plexmediaserver/Library/videos/video_3840x2160_158.3M_0min23sec.mp4,0
/var/lib/plexmediaserver/Library/videos/azurebackup/immich-app/library/library/admin/2023/Aug/video_3840x2160_65.8M_0min21sec.mp4,/var/lib/plexmediaserver/Library/videos/video_3840x2160_65.8M_0min21sec.mp4,0
/var/lib/plexmediaserver/Library/videos/video_1080x1920_1.1G_5min36sec.mp4,/var/lib/plexmediaserver/Library/videos/video_720x1280_494.3M_5min36sec.mp4,0
/var/lib/plexmediaserver/Library/videos/video_1080x1920_1.5G_14min_4.mp4,/var/lib/plexmediaserver/Library/videos/video_720x1280_719.2M_14min_4.mp4,1
/var/lib/plexmediaserver/Library/videos/video_1080x1920_176.9M_1min55sec_2.mp4,/var/lib/plexmediaserver/Library/videos/video_2160x3840_2.0G_1min55sec.mp4,7
/var/lib/plexmediaserver/Library/videos/video_1080x1920_176.9M_1min55sec_2.mp4,/var/lib/plexmediaserver/Library/videos/video_720x1280_261.7M_1min55sec_2.mp4,7
/var/lib/plexmediaserver/Library/videos/video_2160x3840_4.1G_4min10sec_2.mp4,/var/lib/plexmediaserver/Library/videos/video_1080x1920_229.6M_3min41sec.mp4,5
/var/lib/plexmediaserver/Library/videos/video_2160x3840_4.1G_4min10sec_2.mp4,/var/lib/plexmediaserver/Library/videos/video_1080x1920_229.8M_3min41sec_3.mp4,5
/var/lib/plexmediaserver/Library/videos/video_2160x3840_4.1G_4min10sec_2.mp4,/var/lib/plexmediaserver/Library/videos/video_1080x1920_66.3M_3min41sec_5.mp4,3
/var/lib/plexmediaserver/Library/videos/video_2160x3840_4.1G_4min10sec_2.mp4,/var/lib/plexmediaserver/Library/videos/video_2160x3840_3.8G_3min41sec_3.mp4,2
/var/lib/plexmediaserver/Library/videos/video_2160x3840_4.1G_4min10sec_2.mp4,/var/lib/plexmediaserver/Library/videos/video_720x1280_406.2M_3min41sec_4.mp4,2
/var/lib/plexmediaserver/Library/videos/video_2160x3840_4.1G_4min10sec_2.mp4,/var/lib/plexmediaserver/Library/videos/video_720x1280_428.8M_4min10sec.mp4,0
/var/lib/plexmediaserver/Library/videos/video_1080x1920_244.3M_1min18sec.mp4,/var/lib/plexmediaserver/Library/videos/video_720x1280_113.5M_1min18sec_3.mp4,2
/var/lib/plexmediaserver/Library/videos/video_1080x1920_31.6M_1min15sec_2.mp4,/var/lib/plexmediaserver/Library/videos/video_1080x1920_77.4M_1min15sec_4.mp4,4
/var/lib/plexmediaserver/Library/videos/video_1080x1920_31.6M_1min15sec_2.mp4,/var/lib/plexmediaserver/Library/videos/video_1080x1920_77.4M_1min15sec_6.mp4,4
/var/lib/plexmediaserver/Library/videos/video_1080x1920_31.6M_1min15sec_2.mp4,/var/lib/plexmediaserver/Library/videos/video_2160x3840_236.0M_1min15sec_2.mp4,8
/var/lib/plexmediaserver/Library/videos/video_1080x1920_31.6M_1min15sec_2.mp4,/var/lib/plexmediaserver/Library/videos/video_720x1280_33.6M_1min15sec_3.mp4,9
/var/lib/plexmediaserver/Library/videos/video_1080x1920_245.9M_2min40sec_2.mp4,/var/lib/plexmediaserver/Library/videos/video_1080x1920_245.8M_2min40sec.mp4,0
/var/lib/plexmediaserver/Library/videos/video_1080x1920_322.5M_5min11sec_2.mp4,/var/lib/plexmediaserver/Library/videos/video_1080x1920_322.4M_5min11sec.mp4,0
/var/lib/plexmediaserver/Library/videos/video_1080x1920_322.5M_5min11sec_2.mp4,/var/lib/plexmediaserver/Library/videos/video_2160x3840_3.6G_5min10sec.mp4,8
/var/lib/plexmediaserver/Library/videos/video_1080x1920_322.5M_5min11sec_2.mp4,/var/lib/plexmediaserver/Library/videos/video_720x1280_591.3M_5min10sec_2.mp4,8
/var/lib/plexmediaserver/Library/videos/video_1080x1920_34.5M_0min32sec_3.mp4,/var/lib/plexmediaserver/Library/videos/video_720x1280_16.3M_0min32sec_2.mp4,1
/var/lib/plexmediaserver/Library/videos/video_1080x1920_561.0M_6min.mp4,/var/lib/plexmediaserver/Library/videos/video_720x1280_270.3M_6min.mp4,2
/var/lib/plexmediaserver/Library/videos/video_1080x1920_432.9M_6min_3.mp4,/var/lib/plexmediaserver/Library/videos/video_1080x1920_432.7M_6min.mp4,0
/var/lib/plexmediaserver/Library/videos/video_1080x1920_432.9M_6min_3.mp4,/var/lib/plexmediaserver/Library/videos/video_2160x3840_4.2G_6min_2.mp4,7
/var/lib/plexmediaserver/Library/videos/video_1080x1920_432.9M_6min_3.mp4,/var/lib/plexmediaserver/Library/videos/video_2160x3840_5.1G_6min.mp4,6
/var/lib/plexmediaserver/Library/videos/video_1080x1920_432.9M_6min_3.mp4,/var/lib/plexmediaserver/Library/videos/video_720x1280_709.7M_6min.mp4,5
/var/lib/plexmediaserver/Library/videos/video_720x1278_18.0M_0min53sec_5.mp4,/var/lib/plexmediaserver/Library/videos/video_1080x1920_72.5M_0min53sec.mp4,2
/var/lib/plexmediaserver/Library/videos/video_720x1278_18.0M_0min53sec_5.mp4,/var/lib/plexmediaserver/Library/videos/video_720x1278_23.0M_0min53sec.mp4,5
/var/lib/plexmediaserver/Library/videos/video_720x1278_18.0M_0min53sec_5.mp4,/var/lib/plexmediaserver/Library/videos/video_720x1278_23.0M_0min53sec_2.mp4,5
/var/lib/plexmediaserver/Library/videos/video_720x1278_18.0M_0min53sec_5.mp4,/var/lib/plexmediaserver/Library/videos/video_720x1280_35.6M_0min53sec_3.mp4,2
/var/lib/plexmediaserver/Library/videos/video_1080x1920_932.9M_6min_2.mp4,/var/lib/plexmediaserver/Library/videos/video_720x1280_353.2M_6min_3.mp4,1
/var/lib/plexmediaserver/Library/videos/video_1080x1920_935.7M_6min.mp4,/var/lib/plexmediaserver/Library/videos/video_720x1280_411.9M_6min_4.mp4,1
/var/lib/plexmediaserver/Library/videos/video_3840x2160_117.0M_0min24sec_3.mp4,/var/lib/plexmediaserver/Library/videos/video_1280x720_11.9M_0min24sec.mp4,0
/var/lib/plexmediaserver/Library/videos/video_1280x720_7.4M_0min31sec_2.mp4,/var/lib/plexmediaserver/Library/videos/video_1280x720_12.1M_0min31sec.mp4,3
/var/lib/plexmediaserver/Library/videos/video_1280x720_18.2M_0min45sec_3.mp4,/var/lib/plexmediaserver/Library/videos/video_1280x720_13.5M_0min45sec.mp4,0
/var/lib/plexmediaserver/Library/videos/video_1280x720_122.7M_5min10sec_2.mp4,/var/lib/plexmediaserver/Library/videos/video_3840x2160_1.9G_5min10sec_3.mp4,2
/var/lib/plexmediaserver/Library/videos/video_1920x1080_83.6M_1min36sec.mp4,/var/lib/plexmediaserver/Library/videos/video_1280x720_15.8M_1min36sec_3.mp4,0
/var/lib/plexmediaserver/Library/videos/video_1920x1080_83.6M_1min36sec.mp4,/var/lib/plexmediaserver/Library/videos/video_1920x1080_37.7M_1min36sec_2.mp4,0
/var/lib/plexmediaserver/Library/videos/video_1280x720_133.7M_5min36sec_2.mp4,/var/lib/plexmediaserver/Library/videos/video_1920x1080_722.4M_5min36sec_3.mp4,5
/var/lib/plexmediaserver/Library/videos/video_3840x2160_2.5G_6min.mp4,/var/lib/plexmediaserver/Library/videos/video_1280x720_165.6M_6min.mp4,1
/var/lib/plexmediaserver/Library/videos/video_3840x2160_2.5G_6min.mp4,/var/lib/plexmediaserver/Library/videos/video_3840x2160_2.5G_6min_5.mp4,7
/var/lib/plexmediaserver/Library/videos/video_1280x720_229.4M_7min_3.mp4,/var/lib/plexmediaserver/Library/videos/video_1280x720_484.3M_7min_4.mp4,3
/var/lib/plexmediaserver/Library/videos/video_1280x720_229.4M_7min_3.mp4,/var/lib/plexmediaserver/Library/videos/video_3840x2160_4.0G_7min_2.mp4,3
/var/lib/plexmediaserver/Library/videos/video_1920x1080_169.1M_1min18sec_2.mp4,/var/lib/plexmediaserver/Library/videos/video_1280x720_31.6M_1min18sec_2.mp4,1
/var/lib/plexmediaserver/Library/videos/video_1280x720_35.9M_1min32sec.mp4,/var/lib/plexmediaserver/Library/videos/video_3840x2160_535.3M_1min32sec_3.mp4,1
/var/lib/plexmediaserver/Library/videos/video_3840x2160_1.7G_4min4sec.mp4,/var/lib/plexmediaserver/Library/videos/video_1280x720_385.6M_4min4sec_2.mp4,0
/var/lib/plexmediaserver/Library/videos/video_3840x2160_1.7G_4min4sec.mp4,/var/lib/plexmediaserver/Library/videos/video_3840x2160_3.1G_4min4sec_3.mp4,0
/var/lib/plexmediaserver/Library/videos/video_3840x2160_3.4G_5min5sec.mp4,/var/lib/plexmediaserver/Library/videos/video_1280x720_391.2M_5min5sec_4.mp4,0
/var/lib/plexmediaserver/Library/videos/video_1280x720_468.3M_19min.mp4,/var/lib/plexmediaserver/Library/videos/video_1920x1080_1.7G_19min_2.mp4,1
/var/lib/plexmediaserver/Library/videos/video_1280x720_59.2M_2min30sec.mp4,/var/lib/plexmediaserver/Library/videos/video_1280x720_59.0M_2min30sec_3.mp4,1
/var/lib/plexmediaserver/Library/videos/video_1280x720_59.2M_2min30sec.mp4,/var/lib/plexmediaserver/Library/videos/video_3840x2160_892.4M_2min30sec_2.mp4,2
/var/lib/plexmediaserver/Library/videos/video_1280x720_64.4M_2min40sec_3.mp4,/var/lib/plexmediaserver/Library/videos/video_3840x2160_2.1G_2min40sec.mp4,6
/var/lib/plexmediaserver/Library/videos/video_1920x1072_19.7M_0min43sec.mp4,/var/lib/plexmediaserver/Library/videos/video_1920x1072_34.6M_0min43sec_4.mp4,3
/var/lib/plexmediaserver/Library/videos/video_1920x1080_485.3M_7min.mp4,/var/lib/plexmediaserver/Library/videos/video_1920x1080_485.2M_7min.mp4,0
/var/lib/plexmediaserver/Library/videos/video_1920x1440_11.6M_0min4sec.mp4,/var/lib/plexmediaserver/Library/videos/video_1920x1440_12.0M_0min4sec.mp4,0
/var/lib/plexmediaserver/Library/videos/video_2160x3840_1.2G_2min30sec_2.mp4,/var/lib/plexmediaserver/Library/videos/video_720x1280_144.8M_2min30sec_3.mp4,0
/var/lib/plexmediaserver/Library/videos/video_2160x3840_1.9G_2min40sec.mp4,/var/lib/plexmediaserver/Library/videos/video_720x1280_133.6M_2min40sec_2.mp4,0
/var/lib/plexmediaserver/Library/videos/video_2160x3840_1.5G_3min59sec.mp4,/var/lib/plexmediaserver/Library/videos/video_720x1280_195.4M_3min59sec_4.mp4,1
/var/lib/plexmediaserver/Library/videos/video_2160x3840_109.2M_0min24sec_2.mp4,/var/lib/plexmediaserver/Library/videos/video_720x1280_15.2M_0min24sec_3.mp4,1
/var/lib/plexmediaserver/Library/videos/video_2160x3840_2.9G_5min36sec_2.mp4,/var/lib/plexmediaserver/Library/videos/video_720x1280_280.6M_5min36sec.mp4,0
/var/lib/plexmediaserver/Library/videos/video_2160x3840_230.6M_1min10sec.mp4,/var/lib/plexmediaserver/Library/videos/video_720x1280_32.0M_1min10sec.mp4,0
/var/lib/plexmediaserver/Library/videos/video_2160x3840_230.6M_1min10sec.mp4,/var/lib/plexmediaserver/Library/videos/video_720x1280_77.8M_1min10sec.mp4,3
/var/lib/plexmediaserver/Library/videos/video_404x720_44.9M_2min5sec.mp4,/var/lib/plexmediaserver/Library/videos/video_2160x3840_270.2M_2min5sec_2.mp4,0
/var/lib/plexmediaserver/Library/videos/video_404x720_44.9M_2min5sec.mp4,/var/lib/plexmediaserver/Library/videos/video_720x1280_29.7M_2min5sec_2.mp4,1
/var/lib/plexmediaserver/Library/videos/video_2160x3840_237.5M_0min48sec.mp4,/var/lib/plexmediaserver/Library/videos/video_720x1280_27.8M_0min48sec_3.mp4,1
/var/lib/plexmediaserver/Library/videos/video_2160x3840_250.6M_1min6sec.mp4,/var/lib/plexmediaserver/Library/videos/video_720x1280_41.9M_1min6sec_3.mp4,2
/var/lib/plexmediaserver/Library/videos/video_2160x3840_274.0M_0min36sec_3.mp4,/var/lib/plexmediaserver/Library/videos/video_720x1280_24.3M_0min36sec.mp4,0
/var/lib/plexmediaserver/Library/videos/video_2160x3840_325.9M_1min22sec.mp4,/var/lib/plexmediaserver/Library/videos/video_720x1280_53.4M_1min22sec_2.mp4,0
/var/lib/plexmediaserver/Library/videos/video_2160x3840_348.7M_1min35sec_2.mp4,/var/lib/plexmediaserver/Library/videos/video_720x1280_58.5M_1min35sec.mp4,0
/var/lib/plexmediaserver/Library/videos/video_2160x3840_384.8M_0min43sec.mp4,/var/lib/plexmediaserver/Library/videos/video_720x1280_34.5M_0min43sec_2.mp4,0
/var/lib/plexmediaserver/Library/videos/video_2160x3840_489.3M_1min3sec.mp4,/var/lib/plexmediaserver/Library/videos/video_720x1280_61.7M_1min3sec.mp4,1
/var/lib/plexmediaserver/Library/videos/video_2160x3840_54.2M_0min11sec_2.mp4,/var/lib/plexmediaserver/Library/videos/video_720x1280_6.9M_0min11sec.mp4,1
/var/lib/plexmediaserver/Library/videos/video_2160x3840_73.2M_0min13sec.mp4,/var/lib/plexmediaserver/Library/videos/video_720x1280_10.2M_0min13sec_2.mp4,0
/var/lib/plexmediaserver/Library/videos/video_2160x3840_734.7M_1min32sec.mp4,/var/lib/plexmediaserver/Library/videos/video_720x1280_83.1M_1min32sec_4.mp4,0
/var/lib/plexmediaserver/Library/videos/video_2160x3840_97.7M_0min16sec.mp4,/var/lib/plexmediaserver/Library/videos/video_720x1280_11.6M_0min16sec.mp4,1
